"plotcode","fire_return_mean"
"ZIS_051",514.416666666667
"ZIS_052",484.916666666667
"ZIS_053",415.214285714286
"ZIS_054",385.0625
"ZIS_056",410.6
"ZIS_061",NaN
"ZIS_063",NaN
"ZIS_070",546.75
"ZIS_071",545.5
"ZIS_072",547.166666666667
"ZIS_073",1557
"ZIS_074",3113
"ZIS_075",3112.5
"ZIS_076",3113.5
"ZIS_077",413.533333333333
"ZIS_078",443.071428571429
"ZIS_079",477.153846153846
"ZIS_080",443.071428571429
"ZIS_081",442.857142857143
"ZIS_082",364.882352941176
"ZIS_083",364.882352941176
"ZIS_084",413.466666666667
"ZIS_085",412.8
"ZIS_086",387.125
"ZIS_088",387
"ZIS_097",1091
"ZIS_100",NaN
"ZIS_1000",444.428571428571
"ZIS_1001",532.636363636364
"ZIS_1002",390.666666666667
"ZIS_1003",2585
"ZIS_1004",731.666666666667
"ZIS_1005",731.666666666667
"ZIS_1007",732.857142857143
"ZIS_1008",1106.5
"ZIS_1009",880
"ZIS_101",548.166666666667
"ZIS_1010",654.777777777778
"ZIS_1011",1565.33333333333
"ZIS_1012",670.714285714286
"ZIS_1013",698
"ZIS_1014",NaN
"ZIS_1015",641.888888888889
"ZIS_1016",481.333333333333
"ZIS_1017",449.583333333333
"ZIS_1019",927.5
"ZIS_102",618.9
"ZIS_1020",927.5
"ZIS_1021",742.25
"ZIS_1022",899.428571428571
"ZIS_1023",556.454545454545
"ZIS_1024",510.166666666667
"ZIS_1025",510.083333333333
"ZIS_1026",510.083333333333
"ZIS_1027",455.833333333333
"ZIS_1028",570.181818181818
"ZIS_1029",570.181818181818
"ZIS_103",687.666666666667
"ZIS_1030",498.545454545455
"ZIS_1031",970.333333333333
"ZIS_1032",813.25
"ZIS_1034",1083.33333333333
"ZIS_1035",516.333333333333
"ZIS_1036",485
"ZIS_1037",648
"ZIS_1038",442.571428571429
"ZIS_1039",4013
"ZIS_104",676.833333333333
"ZIS_1040",1588.33333333333
"ZIS_1041",4012
"ZIS_1042",4012
"ZIS_1043",NaN
"ZIS_1044",NaN
"ZIS_1045",NaN
"ZIS_1047",726
"ZIS_1048",625.714285714286
"ZIS_1049",781
"ZIS_1050",1239.4
"ZIS_1051",532.636363636364
"ZIS_1052",487.166666666667
"ZIS_1053",546.7
"ZIS_1054",649.555555555556
"ZIS_1055",365.176470588235
"ZIS_1056",442.785714285714
"ZIS_1057",477.615384615385
"ZIS_1058",365.176470588235
"ZIS_1059",449.384615384615
"ZIS_1060",730.25
"ZIS_1061",487
"ZIS_1062",449.461538461538
"ZIS_1063",388.6875
"ZIS_1064",388.5625
"ZIS_1065",388.5625
"ZIS_1066",388.5625
"ZIS_1067",450.357142857143
"ZIS_1071",1020
"ZIS_1072",911
"ZIS_1073",1820
"ZIS_1075",814.666666666667
"ZIS_1076",796.166666666667
"ZIS_1077",796.166666666667
"ZIS_1078",781.571428571429
"ZIS_1079",1001.75
"ZIS_1080",731.142857142857
"ZIS_1081",731.142857142857
"ZIS_1082",1001.75
"ZIS_1083",842.714285714286
"ZIS_1084",454
"ZIS_1085",546.9
"ZIS_1086",859.666666666667
"ZIS_1087",387.5625
"ZIS_1088",387.625
"ZIS_1089",364.823529411765
"ZIS_1090",364.823529411765
"ZIS_1093",365.470588235294
"ZIS_1094",365.470588235294
"ZIS_1095",365.090909090909
"ZIS_1096",581.5
"ZIS_1097",404.111111111111
"ZIS_1098",363.8
"ZIS_1099",447.785714285714
"ZIS_1100",447.857142857143
"ZIS_1101",447.857142857143
"ZIS_1102",447.857142857143
"ZIS_1103",638.625
"ZIS_1104",832.571428571429
"ZIS_1105",1165.6
"ZIS_1106",730.142857142857
"ZIS_1107",673
"ZIS_1108",673
"ZIS_1109",652.8
"ZIS_111",1170.25
"ZIS_1110",NaN
"ZIS_1111",386.9375
"ZIS_1112",365
"ZIS_1113",387.1875
"ZIS_1114",387.1875
"ZIS_1115",414.4
"ZIS_1116",365.1875
"ZIS_1117",389.533333333333
"ZIS_1118",388.3125
"ZIS_1119",475.230769230769
"ZIS_112",882.4
"ZIS_1120",514.833333333333
"ZIS_1121",411.866666666667
"ZIS_1122",411.866666666667
"ZIS_1127",513.583333333333
"ZIS_1128",362.529411764706
"ZIS_1129",410.866666666667
"ZIS_113",1007
"ZIS_1130",513.583333333333
"ZIS_1131",363.647058823529
"ZIS_1132",363.588235294118
"ZIS_1133",363.588235294118
"ZIS_1134",363.647058823529
"ZIS_1135",734.666666666667
"ZIS_1136",859.666666666667
"ZIS_1137",927.666666666667
"ZIS_1138",512.2
"ZIS_1139",636.125
"ZIS_114",805.6
"ZIS_1142",565.444444444444
"ZIS_1143",690
"ZIS_1144",514.166666666667
"ZIS_1145",560.909090909091
"ZIS_1146",617.1
"ZIS_1147",467.909090909091
"ZIS_1148",630.714285714286
"ZIS_1149",630.714285714286
"ZIS_115",1342.66666666667
"ZIS_1150",571.555555555556
"ZIS_1151",729
"ZIS_1152",1224.33333333333
"ZIS_1153",2920
"ZIS_1154",2383.5
"ZIS_1155",2897.5
"ZIS_1157",2008
"ZIS_1158",1448
"ZIS_1159",1940.66666666667
"ZIS_116",805.6
"ZIS_1160",1467.25
"ZIS_1161",922.25
"ZIS_1162",972.666666666667
"ZIS_1163",2158
"ZIS_1164",NaN
"ZIS_1165",1466.5
"ZIS_1166",2159
"ZIS_1167",1096
"ZIS_1168",1472.66666666667
"ZIS_1169",2211.5
"ZIS_1170",1095
"ZIS_1171",726
"ZIS_1172",NaN
"ZIS_1173",NaN
"ZIS_1174",726
"ZIS_1175",3122
"ZIS_1176",2080.66666666667
"ZIS_1177",3122
"ZIS_1178",3122
"ZIS_1179",2358
"ZIS_118",NaN
"ZIS_1181",1178.75
"ZIS_1182",1179.75
"ZIS_1183",454.5
"ZIS_1188",1459.5
"ZIS_1189",720.5
"ZIS_119",NaN
"ZIS_1190",1168.4
"ZIS_1191",648.888888888889
"ZIS_1192",628
"ZIS_1193",954.4
"ZIS_1194",681.857142857143
"ZIS_1195",596.25
"ZIS_1197",1071
"ZIS_1201",NaN
"ZIS_1204",1392
"ZIS_1205",1225
"ZIS_1206",992.333333333333
"ZIS_1207",1122
"ZIS_1208",1338.33333333333
"ZIS_1209",1276
"ZIS_121",1276
"ZIS_1210",357
"ZIS_1212",734
"ZIS_1213",727.666666666667
"ZIS_1214",356.5
"ZIS_1215",888.714285714286
"ZIS_1216",778.625
"ZIS_1217",778.625
"ZIS_1218",469.857142857143
"ZIS_122",2550
"ZIS_1220",2377.5
"ZIS_1221",1944.33333333333
"ZIS_1222",741
"ZIS_1223",2740
"ZIS_1224",3670
"ZIS_1225",NaN
"ZIS_1226",NaN
"ZIS_1227",NaN
"ZIS_1228",538.454545454545
"ZIS_1229",538.181818181818
"ZIS_1230",592.1
"ZIS_1231",566.181818181818
"ZIS_1232",NaN
"ZIS_1236",516.333333333333
"ZIS_1237",516.333333333333
"ZIS_1238",412.933333333333
"ZIS_1239",476.307692307692
"ZIS_1240",419.357142857143
"ZIS_1241",451.615384615385
"ZIS_1242",419.357142857143
"ZIS_1243",451.538461538462
"ZIS_1244",474.692307692308
"ZIS_1245",474.923076923077
"ZIS_1246",474.615384615385
"ZIS_1247",514.25
"ZIS_1249",314
"ZIS_125",1093.5
"ZIS_1250",936.5
"ZIS_1251",625.666666666667
"ZIS_1252",3110.5
"ZIS_1253",2074.66666666667
"ZIS_1254",1244.2
"ZIS_1255",1555
"ZIS_1256",565.222222222222
"ZIS_1257",510.5
"ZIS_1258",638.125
"ZIS_1259",789.5
"ZIS_126",NaN
"ZIS_1260",709
"ZIS_1261",393
"ZIS_1262",5508
"ZIS_1263",576.8
"ZIS_1264",720.5
"ZIS_1265",960.666666666667
"ZIS_1266",960.333333333333
"ZIS_1271",2956.5
"ZIS_1272",5922
"ZIS_1273",NaN
"ZIS_1274",NaN
"ZIS_1275",910.333333333333
"ZIS_1276",671.5
"ZIS_1277",618.857142857143
"ZIS_1278",575
"ZIS_128",1086
"ZIS_1283",531.818181818182
"ZIS_1284",446.857142857143
"ZIS_1285",518.75
"ZIS_1286",444.642857142857
"ZIS_1287",415
"ZIS_129",587
"ZIS_1291",650.666666666667
"ZIS_1292",NaN
"ZIS_1293",NaN
"ZIS_1294",650.666666666667
"ZIS_1295",914.833333333333
"ZIS_1296",914.833333333333
"ZIS_1297",836.428571428571
"ZIS_1298",855.333333333333
"ZIS_1302",364
"ZIS_1303",363.647058823529
"ZIS_1304",363.647058823529
"ZIS_1305",421.333333333333
"ZIS_1306",421.333333333333
"ZIS_1307",395
"ZIS_1308",372.294117647059
"ZIS_1309",NaN
"ZIS_131",1098.4
"ZIS_1310",NaN
"ZIS_1311",2014.5
"ZIS_1312",NaN
"ZIS_1317",2594
"ZIS_1318",2593
"ZIS_1319",1297.75
"ZIS_132",1099.6
"ZIS_1320",2593
"ZIS_1321",893.714285714286
"ZIS_1322",1121.75
"ZIS_1323",896.6
"ZIS_1324",894
"ZIS_1325",1004.75
"ZIS_1326",1028
"ZIS_1327",999.333333333333
"ZIS_1328",3298
"ZIS_1329",NaN
"ZIS_1332",NaN
"ZIS_1333",1828
"ZIS_1334",1283.5
"ZIS_1335",2567.5
"ZIS_1336",3656
"ZIS_1337",1974
"ZIS_1338",2088.33333333333
"ZIS_1339",3132
"ZIS_134",389.4
"ZIS_1343",1813
"ZIS_1344",NaN
"ZIS_1346",497.454545454545
"ZIS_1348",625
"ZIS_1349",778.571428571429
"ZIS_135",365.75
"ZIS_1350",1012
"ZIS_1351",698
"ZIS_1352",908.166666666667
"ZIS_1353",451.461538461538
"ZIS_1354",488.75
"ZIS_1355",451.230769230769
"ZIS_1356",419.142857142857
"ZIS_1357",397.857142857143
"ZIS_1358",397.857142857143
"ZIS_1359",398.8
"ZIS_136",390.266666666667
"ZIS_1360",373.9375
"ZIS_1361",564.818181818182
"ZIS_1362",517.75
"ZIS_1363",564.727272727273
"ZIS_1364",621.2
"ZIS_1366",NaN
"ZIS_1367",NaN
"ZIS_1368",NaN
"ZIS_1369",419.230769230769
"ZIS_137",418.357142857143
"ZIS_1370",418.923076923077
"ZIS_1371",419.153846153846
"ZIS_1372",419.153846153846
"ZIS_1373",997.75
"ZIS_1374",998.25
"ZIS_1375",731
"ZIS_1377",1098.75
"ZIS_138",3998
"ZIS_1381",732.875
"ZIS_1382",2187
"ZIS_1385",1024.25
"ZIS_1386",1013.5
"ZIS_1387",735.666666666667
"ZIS_1388",5535
"ZIS_1389",1384.5
"ZIS_139",NaN
"ZIS_1390",735.25
"ZIS_1391",NaN
"ZIS_1392",NaN
"ZIS_1397",2742
"ZIS_140",NaN
"ZIS_1400",631.333333333333
"ZIS_1401",631.833333333333
"ZIS_1403",848.75
"ZIS_1405",663.666666666667
"ZIS_1408",859.666666666667
"ZIS_1409",859.333333333333
"ZIS_141",3998
"ZIS_1410",1105.33333333333
"ZIS_1411",1280.25
"ZIS_1412",442.571428571429
"ZIS_1413",447.384615384615
"ZIS_1414",484.666666666667
"ZIS_1415",484.583333333333
"ZIS_1416",628.7
"ZIS_1417",1047.83333333333
"ZIS_1419",628.8
"ZIS_142",NaN
"ZIS_1425",3324
"ZIS_1428",1589
"ZIS_1429",2382.5
"ZIS_1431",NaN
"ZIS_1432",691.666666666667
"ZIS_1433",622.2
"ZIS_1434",889
"ZIS_1436",670.333333333333
"ZIS_1437",677.285714285714
"ZIS_1438",592.625
"ZIS_1439",574.714285714286
"ZIS_144",NaN
"ZIS_1440",791.666666666667
"ZIS_1441",1037.5
"ZIS_1442",518.583333333333
"ZIS_1443",622.4
"ZIS_1444",1001
"ZIS_1445",2066.66666666667
"ZIS_1446",2067
"ZIS_1447",2002
"ZIS_1448",1093.5
"ZIS_145",NaN
"ZIS_1450",1087.5
"ZIS_1451",NaN
"ZIS_1452",4743
"ZIS_1453",351
"ZIS_1463",386.6875
"ZIS_1464",1374.5
"ZIS_1465",1832.33333333333
"ZIS_1468",NaN
"ZIS_1469",720
"ZIS_1470",3288
"ZIS_1471",1645
"ZIS_1472",NaN
"ZIS_1473",4000
"ZIS_1474",1832.5
"ZIS_1475",2201
"ZIS_1477",582.2
"ZIS_1478",727.75
"ZIS_1479",417.285714285714
"ZIS_1481",561.5
"ZIS_1482",831.5
"ZIS_1484",1038.83333333333
"ZIS_1485",1076.25
"ZIS_1486",1357.33333333333
"ZIS_1487",946.2
"ZIS_1488",1083.5
"ZIS_1489",1038
"ZIS_1491",1443.66666666667
"ZIS_1492",663.571428571429
"ZIS_1493",663.571428571429
"ZIS_1495",516.333333333333
"ZIS_1498",NaN
"ZIS_1499",NaN
"ZIS_150",641.25
"ZIS_1500",NaN
"ZIS_1501",2752.5
"ZIS_1504",2016.5
"ZIS_1507",NaN
"ZIS_151",641
"ZIS_1510",NaN
"ZIS_1512",1117
"ZIS_1513",NaN
"ZIS_1514",NaN
"ZIS_1515",1093.33333333333
"ZIS_1517",546
"ZIS_1518",546.5
"ZIS_1519",546.5
"ZIS_152",569.666666666667
"ZIS_153",1283.5
"ZIS_1532",363.647058823529
"ZIS_1533",363.647058823529
"ZIS_1534",363.764705882353
"ZIS_1535",363.764705882353
"ZIS_154",1827.33333333333
"ZIS_1540",1261
"ZIS_1541",907.5
"ZIS_1542",1093
"ZIS_1543",911
"ZIS_1548",NaN
"ZIS_155",547.5
"ZIS_1552",3282
"ZIS_1553",1216.66666666667
"ZIS_1554",NaN
"ZIS_1555",2371.5
"ZIS_156",547.5
"ZIS_1560",913.5
"ZIS_1561",1096.2
"ZIS_1563",1171.8
"ZIS_1568",550.5
"ZIS_157",3607
"ZIS_1570",5519
"ZIS_1571",1279.75
"ZIS_1572",1360.5
"ZIS_1573",1814.33333333333
"ZIS_1574",1814.66666666667
"ZIS_1575",604.666666666667
"ZIS_1576",586.6
"ZIS_1577",451.076923076923
"ZIS_1578",390.933333333333
"ZIS_1579",391.692307692308
"ZIS_158",5066
"ZIS_1585",545.4
"ZIS_1586",386.733333333333
"ZIS_1587",411.866666666667
"ZIS_1588",1834
"ZIS_1589",1826
"ZIS_1591",NaN
"ZIS_1592",910
"ZIS_1593",1455.33333333333
"ZIS_1599",NaN
"ZIS_160",1275
"ZIS_1600",NaN
"ZIS_1601",734
"ZIS_1602",1218.33333333333
"ZIS_1603",3679
"ZIS_1604",1834.66666666667
"ZIS_1605",NaN
"ZIS_1606",2384.5
"ZIS_1607",1834.66666666667
"ZIS_1608",1477.33333333333
"ZIS_1609",2036.5
"ZIS_161",1835
"ZIS_1610",1094.5
"ZIS_1611",1477.33333333333
"ZIS_1614",NaN
"ZIS_1616",2540
"ZIS_1618",NaN
"ZIS_1619",2540
"ZIS_1624",3348
"ZIS_1625",NaN
"ZIS_1626",NaN
"ZIS_1627",5154
"ZIS_1628",403.111111111111
"ZIS_1629",436.333333333333
"ZIS_163",388.1875
"ZIS_1630",393.846153846154
"ZIS_1631",441
"ZIS_1632",NaN
"ZIS_1633",1105.5
"ZIS_1634",1104.5
"ZIS_1635",2549
"ZIS_1636",505.2
"ZIS_1637",631.125
"ZIS_1638",686
"ZIS_1639",561.555555555556
"ZIS_164",388.0625
"ZIS_1640",1820
"ZIS_1641",1820
"ZIS_1642",4013
"ZIS_1645",1451.66666666667
"ZIS_1646",4352
"ZIS_1648",NaN
"ZIS_1650",NaN
"ZIS_1651",2544
"ZIS_1652",1095.6
"ZIS_1653",1373
"ZIS_1654",784.571428571429
"ZIS_1655",977.5
"ZIS_1656",496.909090909091
"ZIS_1657",496.818181818182
"ZIS_1658",546.6
"ZIS_1659",780.857142857143
"ZIS_1660",518.75
"ZIS_1661",565.909090909091
"ZIS_1662",691.666666666667
"ZIS_1664",1123
"ZIS_1665",931.75
"ZIS_1666",NaN
"ZIS_1667",NaN
"ZIS_1669",NaN
"ZIS_167",NaN
"ZIS_1670",2182
"ZIS_1671",NaN
"ZIS_1672",1864
"ZIS_1673",678.666666666667
"ZIS_1674",1016.5
"ZIS_1675",1069
"ZIS_1676",554.875
"ZIS_1677",554.875
"ZIS_1678",512
"ZIS_1679",586.4
"ZIS_168",NaN
"ZIS_1681",2085
"ZIS_1682",2085
"ZIS_1683",1563.75
"ZIS_1684",1087.33333333333
"ZIS_1685",1087.33333333333
"ZIS_1686",950
"ZIS_1687",840.571428571429
"ZIS_169",1191
"ZIS_1692",1806
"ZIS_1693",733
"ZIS_1694",1221
"ZIS_1695",NaN
"ZIS_1696",610.333333333333
"ZIS_1699",403.8
"ZIS_170",1549.25
"ZIS_1700",728.571428571429
"ZIS_1701",510.1
"ZIS_1702",510.2
"ZIS_1703",728.571428571429
"ZIS_1704",971
"ZIS_1705",706
"ZIS_1706",757
"ZIS_1707",1517
"ZIS_171",1271.25
"ZIS_1711",NaN
"ZIS_1713",4729
"ZIS_1714",2734.5
"ZIS_1715",NaN
"ZIS_172",885.285714285714
"ZIS_1720",1557.5
"ZIS_1721",1557.75
"ZIS_1722",1557.75
"ZIS_1723",2077
"ZIS_1724",NaN
"ZIS_1725",NaN
"ZIS_173",885.142857142857
"ZIS_1734",NaN
"ZIS_1736",NaN
"ZIS_1737",NaN
"ZIS_1738",NaN
"ZIS_1739",NaN
"ZIS_1740",1996.5
"ZIS_1741",1036
"ZIS_1742",1294.75
"ZIS_1743",1997.5
"ZIS_1745",3237
"ZIS_1747",NaN
"ZIS_1748",1242.4
"ZIS_1749",2172
"ZIS_1750",NaN
"ZIS_1752",2576
"ZIS_1753",886.8
"ZIS_1754",537.090909090909
"ZIS_1755",1195.75
"ZIS_1756",620.5
"ZIS_1757",620.5
"ZIS_1758",689.222222222222
"ZIS_1759",643.777777777778
"ZIS_1760",802.8
"ZIS_1761",815.5
"ZIS_1762",960.333333333333
"ZIS_1763",961
"ZIS_1769",NaN
"ZIS_1772",1242.4
"ZIS_1773",1457
"ZIS_1774",728.75
"ZIS_1775",729
"ZIS_1776",733
"ZIS_1778",1108
"ZIS_1779",618.333333333333
"ZIS_178",439.4
"ZIS_1780",1368.66666666667
"ZIS_1781",1368.66666666667
"ZIS_1782",NaN
"ZIS_1784",368
"ZIS_1785",735
"ZIS_1786",3264
"ZIS_1787",NaN
"ZIS_1788",1087.6
"ZIS_179",550.4
"ZIS_1790",1165
"ZIS_1791",1207.66666666667
"ZIS_1792",1177.25
"ZIS_1794",1453
"ZIS_1796",4736
"ZIS_1797",NaN
"ZIS_1798",853
"ZIS_1799",4736
"ZIS_1800",413
"ZIS_1801",387.3125
"ZIS_1802",413.266666666667
"ZIS_1803",516.333333333333
"ZIS_1808",2500
"ZIS_1809",640.75
"ZIS_1810",640.75
"ZIS_1811",2500
"ZIS_1816",529.454545454545
"ZIS_1817",485.333333333333
"ZIS_1818",529.545454545455
"ZIS_1819",529.181818181818
"ZIS_1820",2739
"ZIS_1821",5114
"ZIS_1822",2739
"ZIS_1823",2739
"ZIS_1824",1171.8
"ZIS_1825",1378.25
"ZIS_1826",739
"ZIS_1827",NaN
"ZIS_1828",2179
"ZIS_1829",NaN
"ZIS_1830",NaN
"ZIS_1831",NaN
"ZIS_1832",646
"ZIS_1833",775.714285714286
"ZIS_1834",676.428571428571
"ZIS_1835",581
"ZIS_1836",689.444444444444
"ZIS_1837",2214.5
"ZIS_1838",798.333333333333
"ZIS_1839",539.363636363636
"ZIS_1840",1028
"ZIS_1841",497.545454545455
"ZIS_1842",799.833333333333
"ZIS_1843",840.428571428571
"ZIS_1844",NaN
"ZIS_1845",NaN
"ZIS_1847",NaN
"ZIS_1848",620.888888888889
"ZIS_1849",659.375
"ZIS_1850",659.375
"ZIS_1851",802.833333333333
"ZIS_186",358.5
"ZIS_1860",736.25
"ZIS_1861",572.142857142857
"ZIS_1862",736.5
"ZIS_1863",738.75
"ZIS_1864",446.785714285714
"ZIS_1865",446
"ZIS_1866",529.888888888889
"ZIS_1867",452.538461538462
"ZIS_187",358.5
"ZIS_1872",791.5
"ZIS_1873",NaN
"ZIS_1874",NaN
"ZIS_1875",791.5
"ZIS_1876",565.555555555556
"ZIS_1877",636.5
"ZIS_1878",747
"ZIS_1879",649.666666666667
"ZIS_1881",NaN
"ZIS_1882",2735
"ZIS_1883",1817
"ZIS_1888",387.8125
"ZIS_1889",448.923076923077
"ZIS_1890",448.923076923077
"ZIS_1892",NaN
"ZIS_1893",NaN
"ZIS_1895",NaN
"ZIS_1896",1226.33333333333
"ZIS_1897",673.333333333333
"ZIS_1898",543
"ZIS_1899",2027
"ZIS_190",515.25
"ZIS_1900",549.5
"ZIS_1901",367
"ZIS_1902",489
"ZIS_1903",1951.66666666667
"ZIS_1906",NaN
"ZIS_1907",NaN
"ZIS_1909",547.166666666667
"ZIS_191",562.818181818182
"ZIS_1910",547.166666666667
"ZIS_1911",547.166666666667
"ZIS_1912",2564
"ZIS_1913",1218.33333333333
"ZIS_1914",1827.5
"ZIS_1915",1099.2
"ZIS_1916",611
"ZIS_1917",691.777777777778
"ZIS_1918",548.5
"ZIS_1919",685.75
"ZIS_192",476.153846153846
"ZIS_1920",2206
"ZIS_1922",NaN
"ZIS_1923",NaN
"ZIS_1924",NaN
"ZIS_1927",NaN
"ZIS_1928",794.4
"ZIS_1929",678.125
"ZIS_193",515.25
"ZIS_1930",460.090909090909
"ZIS_1931",588.125
"ZIS_1936",417.133333333333
"ZIS_1937",417.133333333333
"ZIS_1938",417.133333333333
"ZIS_1939",417.133333333333
"ZIS_194",516.166666666667
"ZIS_1940",NaN
"ZIS_1943",NaN
"ZIS_1944",658
"ZIS_1945",658
"ZIS_1946",657.6
"ZIS_1947",512.6
"ZIS_195",444.142857142857
"ZIS_1950",1369.5
"ZIS_1952",NaN
"ZIS_1958",511.4
"ZIS_1959",369
"ZIS_196",444.142857142857
"ZIS_1963",NaN
"ZIS_1964",599.2
"ZIS_1965",867.666666666667
"ZIS_1966",688
"ZIS_1967",599.2
"ZIS_1968",NaN
"ZIS_1969",2193
"ZIS_197",516.166666666667
"ZIS_1971",NaN
"ZIS_1976",433.272727272727
"ZIS_1977",549.75
"ZIS_1978",531.727272727273
"ZIS_1979",487.75
"ZIS_198",1582.33333333333
"ZIS_1980",NaN
"ZIS_1981",2593
"ZIS_1984",730.857142857143
"ZIS_1985",732.375
"ZIS_1986",731
"ZIS_1987",730.428571428571
"ZIS_1988",486.666666666667
"ZIS_1989",486.666666666667
"ZIS_199",1092
"ZIS_1990",584.7
"ZIS_1991",584.7
"ZIS_1992",2555
"ZIS_1993",NaN
"ZIS_1994",367
"ZIS_1995",2205
"ZIS_1996",NaN
"ZIS_1997",5870
"ZIS_1999",NaN
"ZIS_200",1575
"ZIS_2000",1815.33333333333
"ZIS_2001",1088
"ZIS_2002",1359.5
"ZIS_2003",2722
"ZIS_201",2007.5
"ZIS_2012",909
"ZIS_2013",849.666666666667
"ZIS_2014",637.25
"ZIS_2015",606
"ZIS_2016",733.25
"ZIS_2017",609.333333333333
"ZIS_2018",651.777777777778
"ZIS_2019",651.777777777778
"ZIS_202",363.705882352941
"ZIS_2020",509.2
"ZIS_2021",606.333333333333
"ZIS_2022",544.5
"ZIS_2023",656
"ZIS_2024",NaN
"ZIS_2025",NaN
"ZIS_2026",NaN
"ZIS_2027",898
"ZIS_2028",951.6
"ZIS_203",386.125
"ZIS_2030",432.727272727273
"ZIS_2031",432.727272727273
"ZIS_2033",480.307692307692
"ZIS_2034",513.1
"ZIS_2035",589.4
"ZIS_2037",1297.25
"ZIS_2038",1835
"ZIS_2039",1833
"ZIS_2040",1833
"ZIS_2041",NaN
"ZIS_2042",NaN
"ZIS_2043",NaN
"ZIS_2045",387.875
"ZIS_2046",450.230769230769
"ZIS_2047",413.866666666667
"ZIS_2048",413.8
"ZIS_2049",392.666666666667
"ZIS_205",386.5625
"ZIS_2050",570.636363636364
"ZIS_2051",482.846153846154
"ZIS_2052",436.083333333333
"ZIS_2058",389.933333333333
"ZIS_2059",431.181818181818
"ZIS_206",563.272727272727
"ZIS_2060",366.846153846154
"ZIS_2061",566.111111111111
"ZIS_2062",597.75
"ZIS_2063",521.5
"ZIS_2069",399
"ZIS_207",775.25
"ZIS_2071",720
"ZIS_2072",401
"ZIS_2073",441.142857142857
"ZIS_2074",441.214285714286
"ZIS_2075",441.214285714286
"ZIS_2076",441.142857142857
"ZIS_2077",1857
"ZIS_2078",2949.5
"ZIS_2079",1278
"ZIS_208",774.75
"ZIS_2080",2613
"ZIS_2082",4853
"ZIS_2083",1841
"ZIS_2084",NaN
"ZIS_2085",NaN
"ZIS_2086",2882
"ZIS_2087",1621.5
"ZIS_2088",NaN
"ZIS_2089",588
"ZIS_209",516.416666666667
"ZIS_2090",587.2
"ZIS_2091",1016.2
"ZIS_2092",647.555555555556
"ZIS_2093",692
"ZIS_2094",582.5
"ZIS_2095",529.545454545455
"ZIS_2096",615.222222222222
"ZIS_2097",794.428571428571
"ZIS_2098",794.428571428571
"ZIS_2099",740.333333333333
"ZIS_210",413.866666666667
"ZIS_2100",740.333333333333
"ZIS_2101",387.3125
"ZIS_2102",413
"ZIS_2103",442.714285714286
"ZIS_2104",413.2
"ZIS_2105",739.5
"ZIS_2106",557.333333333333
"ZIS_2107",528
"ZIS_2108",1194.5
"ZIS_2109",NaN
"ZIS_211",416.928571428571
"ZIS_2112",908.5
"ZIS_2117",1104
"ZIS_212",388.8
"ZIS_2121",524
"ZIS_2122",698.444444444444
"ZIS_2123",791.714285714286
"ZIS_2124",564.909090909091
"ZIS_2125",364.705882352941
"ZIS_2126",387.5
"ZIS_2127",364.352941176471
"ZIS_2128",364.705882352941
"ZIS_2129",2006
"ZIS_213",416.428571428571
"ZIS_2130",2006.5
"ZIS_2131",2938.5
"ZIS_2132",3650
"ZIS_2133",845.333333333333
"ZIS_2134",854
"ZIS_2135",1588.33333333333
"ZIS_2136",799.8
"ZIS_2137",455.5
"ZIS_2138",364.285714285714
"ZIS_2139",392.076923076923
